id,question,choice_0,choice_1,choice_2,choice_3,choice_4,label,human_expl_open-ended,nle
3a70f487ab89bb356c87561228e7cdc5,"His favorite general store had most things, and if it didn't it was conveniently located with other shops in the what?",shopping mall,barn,salt,old west,checkers,0,because his favourite store had not the things.,A shopping mall is a place where people go to shop.
bfa7a9123fe252c63d699b37ec64abf7,"A relationship that was once filled with the heat of passion but now has someone showing no emotion towards the other, the person has now demonstrated what towards the other?",indifference,air conditioning,coolness,coldness,cooling,3,COldness is the only adjective that can apply to someone shwoing a lack of emotion.,A person who is indifferent towards another person is not showing any emotion towards them.
1df238ad1cd34ae3e7a3a4cf940161e6,Brenda spent a lot of effort on washing herself.  She hated what?,get messy,cleaning,get dirty,getting dirty,being dirty,4,"You wash yourself when you are dirty. if she hates being dirty, she will expend great effort to wash herself.",Brenda hated getting dirty because she was trying to get clean.
9c583bcbe68989a644433302545fb31e,John rented a hotel room while on a business trip.  It was a a company sponsored event.  Where might it have been?,convention center.,business interviews,michigan,resort,city,3,Hotel rooms can be found in resorts.,A resort is a place where people go to relax and enjoy themselves. It would be the perfect place for John to rent a hotel while on business.
604427035260d2928f8046a1bc1bebe1,"When enjoying flowers in a recreation area run by local government, where are you?",countryside,surface of earth,anthology,observatory,state park,4,The question is asking for a nature specific and publicly funded place.,State parks are places where people can enjoy the outdoors.
47bf3e0555dfb3b07bf14be3c4bb37b2,"The local place didn't have the variety the customer was after, so he traveled to see the show room in the big what?",dancehall,car dealership,theater,city,vegas,3,the local place is famous place not like a urban city,A city is a place where people live and work. The customer wanted to see a showroom in a city.
dd7a34d5e05f8a2aced68afd73b6e1e9,Success is usually a product of preparation and what?,awards ceremony,various situations,vocation,working hard,promotion,3,Working hands to make success,Success in life is usually the result of hard work.
0da913448535c324e5a0281fcb32c284,What makes it possible for your bones to move?,flesh,human body vertebrates,skin and,muscle,cartilage,3,muscle function cordinates force and motion,Muscles are the main part of the body that allows bones to be moved.
c4165f6320d638e42b270f81c7f45d68,What happens to a sick person when he or she is not sick any more?,throw up,scuba dive in the bath,battle cancer,get better,take medicine,3,get better happens to a sick person when he or she is not sick any more?,"When a person is not ill anymore, he or he will get better."
85b145b803fd8e8a71397d546d603fb8,"The gardener was famous for his rosebush, the roses were used all over America and up north where?",park,maine,canada,california,indiana,2,that's the best option since that's where there are more roses,Canada is a country in North America. The rosebushes were used in the park in Canada.
48c6d7741c3ab28d5ba0fd05a8f7ebf3,Where is the mailbox that the residents use?,door bell,apartment complex,street corner,front door,post office,1,In resident mailbox were at entrance.,A mailbox is a place where people can leave their mail. The mailbox in the apartment complex is the one that the people use to leave their letters.
db1a3e739ae5f69ee222074ad9b8c7c0,What is a negative effect of getting divorce that does not involve people other than the person getting divorced?,lot of grief,freedom,happiness,no spouse,children suffer,0,'lot of grief' is the only choice that does not involve people.,Divorce is a very negative thing that does involve people. It is a lot of pain and suffering for the people involved.
fb88de7718faf09e4df7a5176e4ace4c_1,Where would you play with a toy that fires a projectile ball and coin operated machines?,tennis court,baseball thrower,motion,flintlock,arcade,4,An arcade has coin operated machines.,Arcade is a place where you can play with toys that fire a projectiles and coin-operated machines.
505212ce91cfbbd0472e5b99f288f876,Dying due to suffocation means you have what?,getting cold,would cease to exist,no more air,stop breathing,death and decay,3,because it is suffocately related to shortness of breath,"When you die, you stop breathing."
d4c3fef3ed77d9374fceb3fc9506a466,You will find many swamps in the in the southern U.S. along what geographic feature?,river delta,michigan,louisiana,wetlands,alligators,0,At river delta is normal for the soil to be marshy and become swamp,A river delta is a landform that is formed by the confluence of two or more rivers.
7ce69aef26d11e11cac9a8e30d286995,The study showed driving while sleep deprived led to as many what accidents as being drunk?,dangerous,stressful,being followed by,honk the horn,deadly,4,Causes more car accidents,Driving while sleep-deprived is dangerous because it can lead to accidents.
06d142c0c16b5685559ed3f3a0121d96,"After a person celebrates an occasion for hours on end, what might the person experience?",hangovers,being happy,drinking,becoming tired,nirvana,3,Having a good time and exerting a lot of energy can make someone tired quickly.,"After drinking for hours, the person might become tired."
3e7df8c9f19aa20ca70f57df66b5c68e,Where would you buy a ticket to sit in a room with a lot of chairs facing the same direction?,conference,theater,building,floor,church,1,"Conferences are usually free, so it must be a theater. The floor is where the chairs are placed, but not where you going.",A theater is a place where people go to watch a play or movie. It would be the best place to buy a seat to sit and watch a movie.
e9cec9e9af45af4b2fe8a12d863ff02c,What is the reason for having a gardener?,manicure the lawn,garden backyards,water plants,grow plants,pick flowers,3,"Plants grow in gardens, and there is more to it than just watering plants",A gardener will water plants and pick flowers.
abb837e19ab21d8d41bd7ccdfb3d429e,What you viewing if you're not looking at paintings while visiting a museum?,seeing artifacts,shock,crowds,peace,being bored,0,In a museum you can also look at seeing artifacts.,"If you are not looking directly at the paintings, you are viewing artifacts."
ff43224d6345bcfeda1cb7fc0f0c7e05,What could snoring cause in rare cases?,complaining,an upset partner,disturbed sleep,loud noise,death,4,"The other answer choices would be a common result of snoring, while death would only occur in rare cases.",Snoring can cause death in rare circumstances.
c069068d43d4121fc6109d97b8ba95fb,Where do most people keep magazines?,bookstore,library,doctor,home,table,4,Table is the most likely option as to where a person would keep their magazines.,Most people keep their magazines on a table.
0e95226ad5e452159d4b039b521db2b8,What is not a reason that you would want to be going for run?,pull muscle,breathlessness,better health,trip,losing weight,1,You wouldn't want to be running if you were out of breathe,"If you are going for a run, you will be breathing hard."
385b4f29531d13b7f5faa3cdb1ab8909,What would you do if you see food on a plate?,clean,cook,hunt,hungry,eat,4,FOODS ARE USED TO EAT,"If you see a plate of food, you would eat it."
60c008a19a997326cd98594d5014acea,Where would you put a telephone after you bought it?,hospital,party,desktop,hotel,wires,2,Telephones are placed on desks.,A telephone is a device that allows you to talk to other people. It would be best to put it on a desk so that it is easily accessible.
5436dd6a018d436895aa56f733c1d57b,"The potato wants to grow, where should it be placed?",pantry,paper bag,underground,boiling water,drawer,2,"A potato is grown underground, not elsewhere.","A potato is a vegetable, so it should be placed underground."
45ed13608bc7cbcaef80a513f55027c4,"Sarah knew she was committing perjury, so there was a lot of what feeling between her and the prosecutor?",arrest,tension,shame,attraction,embarrassment,1,Sarah was lying and the prosecutor knew it so it created tension,Sarah was feeling a lot tension because she knew she had committed perjure.
8a17c3c690e3f0f37a5f8b5858e0ad6a,If a person needs food from a dairy what should they do?,promise to do,go to a store,step forward,milk cow,need food,3,milk cow  If a person needs food from a dairy,Milk cows are usually found in a dairy.
5a85301b43f77461dec744c9eba472a9,As a human who valued privacy he asked that everybody do what so he could act without eyes upon him?,have to sleep,turn away,look at him,row boat,let down,1,eyes will not be upon you when they turn away,"As the human who values privacy, he asked everybody to turn away so he can act without being seen."
81c335007d27ccaa50a156d843c6ea26,"There's few places where a skyscraper just blends in, a panorama of what dense island is one of them?",big city,manhattan,metropolis,large city,village,1,Manhattan is a well known dense island.,Manhattan is a large island in New York City. It is the most densely populated area in the United States.
1cec2d4bff572da5c02e68c6bfb38fda,Where would works be on the wall?,house or other building,art show,prison,classroom,labyrinth,1,Works in this connotation mean a professional craft that would not be displayed in a class or labyrinth.,An art show would be on a wall because it is a place where art is displayed.
1ca0b67dedb7ff20b81b05be44e10dae,Where could you find only a few place to stay?,phone book,town,mexico,a holiday,city,1,place of employment of business,A town is a place where you can find a few places to stay.
60bd5d05f57d8a320facc661c2875437,They decided that they were going public with the big announcment. The announcement was completely unexpected and confusing. It brought the nation to a what?,shock,standstill,pain,scandal,controversy,0,this falls in line with C better than it does with A and B,"When the announcement was made, it was completely surprising and confusing to the nation."
1463c06fa2fe32b601a2beb993838fd0,What does a person do before going into tertiary education?,catch cold,feel lonely,enter college,graduate from high school,finish junior high,3,A person graduates high school before tertiary education.,A person who graduates from highschool is going into a tertiary educational institution.
c5ceb35a3c4c87eaab316884a169822f,What do large groups often do when claiming to be changing society?,social activism,riots,change yourself,demonstrate,argue,1,"Large groups rebels, sometimes violently, when they claim for something",Large groups often claim to be making changes in society when they are actually causing problems.
5178e79b8a2b5bb920baf524ef27e144,What must someone have in order to shop?,have money,sleep,bring flowers,go to market,get money,0,Someone must have money in order to shop.,A person must have money in order for them to shop.
97b449d776ca353459d0e71551579162,"I wanted to stand up, what would I use to do this?",feet,balance,effort,hands,courage,0,"While effort and balance are needed without feet, you can't stand up.",I would stand up by using my feet.
9d3b4c32987a87f94ab1d7de8ea57bbe,"The brothers were punching angrily, why would they do that?",cause pain,to defend themselves.,broken bones,bruise,pain for,0,"Angrily means the intent is to cause pain.  Which may or may not result in bruises, but ""cause pain"" makes more sense.",They were punch angrilly because they were angry.
15133d69b488fd2e3edddc2d0bafd448,What is a person visiting  a museum likely to feel after realizing an object is missing?,happiness,shock,seeing artifacts,peace,being bored,1,"Usually when an important piece from a museum is missing, one is shocked by such an act.",A person visiting a museum is likely to be shocked when realizing an artifact is missing.
081bb36b6ee0e388a73a7fec0838ac8b,What is required to be good at driving cars?,have fun,concentrate,park,listen to radio,speeding,1,Concentrate is the only option that affects your driving performance positively,"To be good, you need to concentrate on driving."
10c1c0850b36483acd704fcfbc4977f1,If done correctly grooming pet's nails generally does not cause this?,training,satisfaction,injury,beauty,late,2,"correct grooming shouldn't cause injury, and would bring satisfaction; late doesn't answer the question","If you groom your pet' s nails correctly, you will not cause injury to your pet."
306199828e0db9d9cd90f6c9d6264cec,Where might you feel cramped in a cubicle?,work,bank,constructing office space,home office,office building,0,cubicles are synonymous with work places,A cubicle is a small room that is used for work. It is usually cramped because there is not much space to move around.
781c603455ef95f508ec221b652f6412,The fingers do this with the hand. What is it?,sign language,scratch,articulate,cup water,soft,2,Hand with fingers doing the articulate.,"When the fingers are moving, they are articulating."
c74bf9144d6fb736ce73f732a0506044,"James needed more sleep at night, so he did what earlier?",get into bed,closed his eyes,go to sleep,relax,rest,2,"When one needs more sleep, the only way to remedy that is to go to sleep.",James went to sleep because he needed more rest.
f3c6e4a973d99fe84239c630c4c698a3,Where can birds clean themselves?,outside,nest,birdhouse,roof,water fountain,4,"Only with water can birds clean themselves thoroughly. Therefore, they can often be found at a water fountain.",Birds can clean themselves by bathing in water.
14b6b67d164ef4f50728d4a53f92355b,"The shark realized it was in northern california, where was it likely?",sea world,tropical waters,tomales bay,aquarium,great oceans,2,it was not in tropical waters for sure and if it was near a coast it was not in the deep far away ocean.,Tomales bay is a bay in northern California. It is a great place for a shark to be because it is a warm water bay.
6dee1cebca197c0d700b2baa691139e7,What could a solicitor do to warn of upcoming litigation?,write letter,claim compensation,reporting it to the government,buy house,charge according to time,0,Writing a letter is the only way to warn of upcoming litigation.,A solicitor would write a letter to the person who is being sued to warn them of the upcoming litigation.
d6bf50a3517b84f66b31c9b0a54cfea6,A person needing to rest often is often a sign of what?,regenerate,weak,depression,feel more energetic,need to,1,Those who need rest often are weak.,A weak person is someone who is not strong enough to do something.
a32d66f64c574716eed7698f34db7ca0,"Sam thought that his efforts were necessary, but in reality the accomplished nothing.  They were what?",superfluous,useless,swap cs,unneeded,useless,4,his efforts were useless because they accomplished nothing,Sam's efforts were useless because they were not needed.
4dad724418440a65c1d1fca4e4b90cf9,"James bought an ipod so that he could listen to music.  It was delicate electronics, so he didn't plan to take it where?",meeting,mall,concert,water,work,3,Electronics generally do not do well in water,James didn' t want to take his ipod to the water because it would get wet and damaged.
e3be9d75b3ae4e83645dd43941ceefc8,Joe had a key to a rented locker at what type of place?,bus depot,at hotel,own home,pocket,idea,0,"Hotels don't tend to rent lockers out, and you wouldn't charge yourself to rent a locker at your own home. Bus depots do often have lockers for rent.",Joe's key was to a locker at a bus deport.
87ac61d08e50fd3fe1da5df99b6e103a,John cut his feet on broken glass while walking.  Where might have he been walking?,street,landfill,field,trash,beach,4,the only place that might have,"John was walking on the beach, which is a place where people go to relax and enjoy the sun."
47740d2bf96aaf5768e566a60e140575,Despite his disdain for the man's action the bravery he showed was what worthy?,admire,loving,adore,revere,honor,0,Bravery is often a trait that people admire.,"Despite the man being disdained by the king, he still showed bravery by fighting against the king."
2430b09d3b437237db90792252127eef,"He wanted to research well-crafted chesterfield, where should he look?",museum,living room,museum,derbyshire,foyer,0,A museum is the best place of the options to do research on a well-crafted chesterfield.,A museum is a place where people can go to learn about art and history.
dc8ced2288ab849c9ae8dc670fd6e033,"He had said he would cook dinner, but first he needed to what?",hungry,buy a kitchen,buy food,buy groceries,eat food,3,If he is cooking then he wouldn't need to buy food (food most likely refers to already prepared food in this case).  He would need to buy groceries prior to cooking dinner.,He needed to buy food because he was hungry.
0dd87bfcee84307c77ae5a7df6d59ec9,Why did only the close friends laugh about the fox?,inside joke,bad joke,hen house,grassy field,tennessee,0,The closeness indicates that only people on the inside know something.,Inside jokes are jokes that are only known to a small group of people.
c76c972fd3c8d1eb325f6d4912c6036f_1,"The boy pondered commititng suicide, but didn't think of the consequences, what would he do should he carry though with it?",extreme pain,die,dying,interruption,sit down,1,After committing suicide he will die.,"If the boy were to commit suicide, he would die."
2095b7c05988c0b3d8c30b9abbb2d7f5,"I have a machine for making bread, I keep it in my what?",laboratory,bathroom,house,museum,industrial area,2,house is the only place you can keep the machine,A bread machine is a machine that makes bread. It would be in a house.
c2c26a428ab615c2c1ec6a2ee69675f9,Where do fish spend the majority of their time?,body of water,lake superior,underwater,toilet,aquarium,2,THE FISH SHOULD MAJORITY OF TIME SHOULD SPEND UNDERWATER.,Fish spend most of their lives underwater.
1b8a416df07096bf8648e71b8ce850f5,"He was finding information through meditation and yoga, what was he seeking?",happiness,ulcers,power,get answers,respect,0,meditation and yoga do not provide power or answers,He wanted to find happiness.
654d482909bf5f110ab51de25eb74180,How would grooming lead to bald spots?,cleanliness,mistakes,brushing,beauty,satisfaction,1,only if you make mistakes grooming would lead to bald spots,"If you groom yourself, you will be more likely to make mistakes."
25f24bf27c62f862f9d01a86b77dab48,Billy was a solider.  He joined the military because he wanted to do what?,to marry,fight for freedom,report for duty,wait for orders,receive orders,1,Soldiers typically join the military in order to bring freedom to the people.,Billy wanted to fight for his country and freedom.
da469df81e546d7ec1ed27e5c6d33c7b,"Seating is usually thought to be best in the center of the room, about halfway back, in what place?",bus depot,rest area,theatre,church,classroom,2,the only place that might have,"Theatre seats are usually placed in the middle of the theatre, about half way back."
188dac56bbbc14a41268068630e3e1ae,People using a machine gun are a part of what?,quake 2,arsenal,in a,armory,military service,4,"If you are part of something and you use a machine gun, it makes the most sense that you are part of the military service",A machine gun is a gun that fires many bullets in a short period of time. This is a part in a military service.
04eedd14df3ad3f297d09e08e706b92b,Where can one find a store that sells sports equipment?,mall,bathroom,school,sporting goods store,sporting event,0,Some malls have sporting good stores or department stores that sell sporting goods.,A sporting goods or sporting event store is a store where one can buy sporting equipment.
8484d7eed4712883ef643b91aabbb8c2,What is it called when teens are together not doing anything in particular?,smoke,homework,volunteer,party,hang out,4,homework and volunteer means doing something.,Hang out is when teens go to a place to hang out with their friends.
60cb8290945d6ce683cbecb0a7ec7035,John liked to listen to music while he read.  He felt it helped him do what?,understand,drive,stimulation,entertainment,relax,0,only explanation for doing something while doing something else,John was reading a book and listening to music. He felt that the music helped him understand the book.
19fb1233ee352fb2a13763d835659d9b,"Joe was very good at thinking.  As he grew, he learned out to apply his thoughts to most situations.  This led to him doing what?",solution to problem,sadness,depression,wonder,solving problem,4,wonder doesn't make sense. this led him to solution to problem doesn't make sense grammaticall yso the first is correct,Joe's ability to think led him to solve problems.
56e587a6491050f57e962cb1a0037f6e,Crabs crawl along the bottom of what?,bodies of water,fish market,aquarium,saltwater,galapagos,0,Crabs crawl under bodies of water.,"Craps crawl on the bottom, so they would be crawling along the bodies of waters."
888e856dc874f0eaf6c622829e49c686,"If a person is trying new things, what is their goal?",cross street,man crew,cross road,lose weight,experience life,4,"to experience life, one must venture into the unknown in one form or another",A person who is trying something new is trying to experience life.
c7e302bfc137490ac3252d546d941020,What do I say when I am meeting people for the first time?,hugging,introducing yourself,making friends,smiling,shake hands,1,You always introduce yourself if it is your first time meeting a person,"When meeting people, it is important to introduce yourself."
402b05a94ffbab68d0f8598b968c2a2a,"If an actor is said to be on the “silver screen"" where would you see them perform?",play,movies,theater,screen,television,1,"An actor is a person who portrays a character in a performance (also actress; see below). The actor performs ""in the flesh"" in the traditional medium of the theatre or in modern media such as film, radio, and television.",An actor is on the silver screen when they are performing in a movie.
301cea99c792445e38e63ec7b5e138ad,People who do not care about quality food are said to have what?,cheap,convenient,bad taste,bad workmanship,poor workmanship,2,bad taste People who do not care about quality food are said,People with bad taste are said not to care about the quality of food.
ea86481ec2905e58a732fbce79a30033,When competing against a fighter with better training you'll likely get a what?,pride,free hat,emotions,injury,one winner,3,better indicates that they are likely to beat you in the fight,"When you are competing against someone with better experience, you will likely get injured."
295d389285f7a01ecb8a8f226e22bc01,"There are many cottages where James lives. He likes drawing pictures of those cottages and the people who live in them. When he's finished with one, he shows it to the others. This type of place is called what?",countryside,village,fairy story,painting,neighborhood,1,VILLAGE WAS NATURAL PLACES,A village is a place where people live.
f92a15214f4ee700f610af9577ba435b,James thought that giving the AI a secular upbringing would be the better choice.  He felt that the alternative might have results that were too what?,eternal,religious,unpredictable,holy,monastic,2,Results can sometimes be unpredictable.,James felt that giving a secular education to the AI would be better because it would make the AI more unpredictable.
46eb60b269ada8458187c616ad0d5905,What do you need to find a dental office?,street,city,office building,dentist,town,0,Offices are along roads,A street is a road that is usually paved and has a lot of traffic. A city is a large area with many buildings and people. An office building is a building that is used for work. A dentist is a person who specializes in treating teeth.
46f4af2fd001a606fc6d36f1b58a9ec8_1,"He was washing hands, what happened to his hands as a result?",jazz hands,health,become wet,skin irritation,dry skin,2,Washing your hands requires water to be added to your hands making them wet.,"When he was washing his hands, he became wet."
53fd6d9879c303d711f340c342d8994f,Where would you find a gun along with people in uniform training for war?,crime scene,backyard,police station,military base,police car,3,military base would you find a gun along with people in uniform training for war,A military base is a place where people are trained to fight in war.
38e3317e9338da76801eb2f2dbfec605,"The ladies at the salon had plenty of curiosity, anytime someone came in they wanted to what?",examine thing,go to market,attend school,hear news,bad news,3,Latest Breaking news and Headlines on Turtle Beach Corporation (HEAR) stock from Seeking Alpha.,"When someone comes into the salon, the ladies want to hear the news."
7c3d6c54492224ce5775b2c2baeb5ae0,In what sort of region would you expect to find a large number of apartment buildings?,suburbs,urban area,urban environment,indiana,housing unit,1,"indiana is a state and not really a region, the suburbs would have less apartment buildings than an urban area",An urban area is a place where people live and work. It is a region that is densely populated.
508fa6ff59f93e73dd5db1d02b71ac4d,Where would you put a pot if you do not need to use it?,restaurant,cupboard,greenhouse,refrigerator,porch,1,The most likely place to put a pot that is not being used.,A pot is a container that is used to store food. It would be best to put it in a cupboard because it would not be used often.
8a6c66523adf3436972b0c1bdea304b8,What can you use hear other people but not be heard yourself?,television,radio,telephone,mouth,song,1,people cannot hear you on the radio unless you call in,"A radio is a device that can be used to listen to other people's voices, but it cannot be heard by the person who is speaking."
