id,question,choice_0,choice_1,choice_2,choice_3,choice_4,label,human_expl_open-ended,nle,model_answer,max_shap_value,ratio_shap_value,context_shap,question_shap
cac720ed5f7a56ce8200d5174486a9fb,People use a knife to clean their catch on what vessel?,table,kitchen drawer,fishing boat,pocket,board,2,"you have to clean your catch while fishing, fishing boat is the only place you would fish from.","People commonly use a knife to scrape away food particles from their fish or other seafood, as this is a necessary step in the preparation of the food for consumption. Therefore, 'board' is the best answer choice.",4.0,0.7240019696150043,0.0,"[[ 0.38964908]
 [ 0.43508094]
 [ 0.0492146 ]
 [ 0.72794616]
 [-0.11079984]
 [ 0.31119103]
 [ 0.24651872]
 [ 0.24651872]
 [ 1.00426176]
 [ 1.00426176]
 [ 1.22223589]
 [-0.0614784 ]
 [ 0.43187072]]","[[ 0.38964908]
 [ 0.43508094]
 [ 0.0492146 ]
 [ 0.72794616]
 [-0.11079984]
 [ 0.31119103]
 [ 0.24651872]
 [ 0.24651872]
 [ 1.00426176]
 [ 1.00426176]
 [ 1.22223589]
 [-0.0614784 ]
 [ 0.43187072]]"
f94d8afe9941fe8657491354b54e33f0,What happens to a person falling?,make person sick,pain,broken bones,going down,getting hurt,3,Falling requires downward motion,"When a person falls, they can get hurt in a variety of ways. Falling can result in broken bones, sprains, muscle strains, and even head injuries. Depending on the severity of the fall, the person could experience a loss of consciousness, stroke, or even death. Therefore, the best answer choice is 'getting hurt', rather than any of the other choices.",4.0,0.7853772146126747,0.0,"[[ 0.11026656 -0.01629568  0.80213085  0.9508429   0.47740558]
 [ 0.11026656 -0.01629568  0.80213085  0.9508429   0.47740558]
 [-0.3939659   0.66799012 -0.52249316 -0.1470348   0.60707549]
 [-0.89074875  0.5352506  -0.33209572 -0.3496671   0.47040506]
 [-0.2806793   0.20829579  1.42192263  0.19386201 -0.22290922]
 [ 0.33805358  0.46111101  1.10083134  1.31403769 -0.21898103]
 [ 0.15277182  0.51055106  1.18933443  1.54632015  1.01117279]
 [ 0.11679385  0.15234772  0.47974532  0.31771698  0.51390818]]","[[ 0.11026656 -0.01629568  0.80213085  0.9508429   0.47740558]
 [ 0.11026656 -0.01629568  0.80213085  0.9508429   0.47740558]
 [-0.3939659   0.66799012 -0.52249316 -0.1470348   0.60707549]
 [-0.89074875  0.5352506  -0.33209572 -0.3496671   0.47040506]
 [-0.2806793   0.20829579  1.42192263  0.19386201 -0.22290922]
 [ 0.33805358  0.46111101  1.10083134  1.31403769 -0.21898103]
 [ 0.15277182  0.51055106  1.18933443  1.54632015  1.01117279]
 [ 0.11679385  0.15234772  0.47974532  0.31771698  0.51390818]]"
a7f7ae5bc10e54c2c5809abac706a766,"If a person is shy, what do they feel when meeting people for the first time?",anxiety,stress,being bored,smile,making new friends,1,They wonder if the other people are going to like them.,"Making new friends means forming a connection with someone that is outside of your usual social circle. This can be done by meeting someone through a mutual interest, participating in a shared activity, or by taking an online course together. By spending time with this person, you can build a relationship based on trust and mutual understanding.",4.0,0.6161730190815383,0.0,"[[ 0.04763085 -0.06455078  0.00993725 -0.04244011  0.51447123 -0.12193961]
 [ 0.04763085 -0.06455078  0.00993725 -0.04244011  0.51447123 -0.12193961]
 [-0.12366655 -0.30996367  0.37795553  0.01584461 -0.09279545 -0.03802769]
 [-0.12366655 -0.30996367  0.37795553  0.01584461 -0.09279545 -0.03802769]
 [-0.21014019 -0.46815397  0.52617905  0.06060248 -0.23988434 -0.08541764]
 [-0.30741387 -0.13644124  0.09537186  0.06701643 -0.03071126  0.04558797]
 [-0.25722973 -0.01781138  0.04575235 -0.08302298  0.72714587 -0.14072274]
 [-0.25722973 -0.01781138  0.04575235 -0.08302298  0.72714587 -0.14072274]
 [ 0.16587357  0.09131418  0.06095541 -0.03819881  0.07044062 -0.06298007]
 [ 0.16587357  0.09131418  0.06095541 -0.03819881  0.07044062 -0.06298007]
 [-0.18021882  0.43827933  0.33747603 -0.13976931  0.75386278  0.18955377]
 [-0.29277801  0.58030866  0.41641282 -0.1735957   1.10056626 -0.04535719]
 [ 0.12421759  0.46025415  0.1663305  -0.12582906  0.94608659  0.24776131]
 [ 0.24930679  0.73246566  0.05255315 -0.09800179  1.37267174  0.35745988]
 [ 0.08070608 -0.02919482 -0.0568264  -0.02838949 -0.81212556  0.24119566]
 [ 0.08070608 -0.02919482 -0.0568264  -0.02838949 -0.81212556  0.24119566]
 [ 0.42157159 -0.6939185  -0.0069976  -0.3511717  -0.61653074 -0.06465819]
 [-0.45458824 -0.279264    0.30953111 -0.06037157 -0.53819801  0.72375467]
 [ 0.37427159  0.84883903  0.56376448  0.24168033  0.59563367  0.325317  ]]","[[ 0.04763085 -0.06455078  0.00993725 -0.04244011  0.51447123 -0.12193961]
 [ 0.04763085 -0.06455078  0.00993725 -0.04244011  0.51447123 -0.12193961]
 [-0.12366655 -0.30996367  0.37795553  0.01584461 -0.09279545 -0.03802769]
 [-0.12366655 -0.30996367  0.37795553  0.01584461 -0.09279545 -0.03802769]
 [-0.21014019 -0.46815397  0.52617905  0.06060248 -0.23988434 -0.08541764]
 [-0.30741387 -0.13644124  0.09537186  0.06701643 -0.03071126  0.04558797]
 [-0.25722973 -0.01781138  0.04575235 -0.08302298  0.72714587 -0.14072274]
 [-0.25722973 -0.01781138  0.04575235 -0.08302298  0.72714587 -0.14072274]
 [ 0.16587357  0.09131418  0.06095541 -0.03819881  0.07044062 -0.06298007]
 [ 0.16587357  0.09131418  0.06095541 -0.03819881  0.07044062 -0.06298007]
 [-0.18021882  0.43827933  0.33747603 -0.13976931  0.75386278  0.18955377]
 [-0.29277801  0.58030866  0.41641282 -0.1735957   1.10056626 -0.04535719]
 [ 0.12421759  0.46025415  0.1663305  -0.12582906  0.94608659  0.24776131]
 [ 0.24930679  0.73246566  0.05255315 -0.09800179  1.37267174  0.35745988]
 [ 0.08070608 -0.02919482 -0.0568264  -0.02838949 -0.81212556  0.24119566]
 [ 0.08070608 -0.02919482 -0.0568264  -0.02838949 -0.81212556  0.24119566]
 [ 0.42157159 -0.6939185  -0.0069976  -0.3511717  -0.61653074 -0.06465819]
 [-0.45458824 -0.279264    0.30953111 -0.06037157 -0.53819801  0.72375467]
 [ 0.37427159  0.84883903  0.56376448  0.24168033  0.59563367  0.325317  ]]"
f1b4f873dc0e616ddf1213ba1eb428f9,What might be a reaction if I were to start communicating to others?,engagement,people to think,exchanging ideas,distributed information,sharing of knowledge,1,In order to communicate with someone it triggers the brain to think,"Exchanging ideas means communicating in a way that is beneficial to both parties. By exchanging ideas, we can gain new perspectives, find solutions to problems, and build stronger relationships.",2.0,0.5332440127687457,0.0,"[[ 0.39898278 -0.27066488 -0.26113576 -0.60204318 -0.05632764]
 [ 0.39898278 -0.27066488 -0.26113576 -0.60204318 -0.05632764]
 [ 0.06668438  0.11505265 -0.05088399  0.20091206  0.10690528]
 [ 0.06668438  0.11505265 -0.05088399  0.20091206  0.10690528]
 [ 0.13926038  0.34977696 -0.00527882  0.37401405  0.08604433]
 [ 0.13926038  0.34977696 -0.00527882  0.37401405  0.08604433]
 [ 0.41363528  0.23450846 -0.07771187  0.30823776  0.19248926]
 [ 0.41363528  0.23450846 -0.07771187  0.30823776  0.19248926]
 [-0.20410146  0.2967758   0.10434582  0.2291459   0.1675797 ]
 [-0.20410146  0.2967758   0.10434582  0.2291459   0.1675797 ]
 [ 0.37032651  0.52711326  0.42956722  0.18277081  0.04500134]
 [ 0.37032651  0.52711326  0.42956722  0.18277081  0.04500134]
 [ 0.03821869 -0.45421709  0.2406739  -0.47035574 -0.14703501]
 [-0.78509776 -0.70346455  0.60523958 -0.76364784 -0.72072845]
 [ 0.26870149  0.4209202  -0.19463893  0.72362671  0.21131909]]","[[ 0.39898278 -0.27066488 -0.26113576 -0.60204318 -0.05632764]
 [ 0.39898278 -0.27066488 -0.26113576 -0.60204318 -0.05632764]
 [ 0.06668438  0.11505265 -0.05088399  0.20091206  0.10690528]
 [ 0.06668438  0.11505265 -0.05088399  0.20091206  0.10690528]
 [ 0.13926038  0.34977696 -0.00527882  0.37401405  0.08604433]
 [ 0.13926038  0.34977696 -0.00527882  0.37401405  0.08604433]
 [ 0.41363528  0.23450846 -0.07771187  0.30823776  0.19248926]
 [ 0.41363528  0.23450846 -0.07771187  0.30823776  0.19248926]
 [-0.20410146  0.2967758   0.10434582  0.2291459   0.1675797 ]
 [-0.20410146  0.2967758   0.10434582  0.2291459   0.1675797 ]
 [ 0.37032651  0.52711326  0.42956722  0.18277081  0.04500134]
 [ 0.37032651  0.52711326  0.42956722  0.18277081  0.04500134]
 [ 0.03821869 -0.45421709  0.2406739  -0.47035574 -0.14703501]
 [-0.78509776 -0.70346455  0.60523958 -0.76364784 -0.72072845]
 [ 0.26870149  0.4209202  -0.19463893  0.72362671  0.21131909]]"
5105601339a83c8f08359411c3af26fc,What happens to the temperature if you turn up the thermostat?,drop to zero,drop rapidly,gets colder,increase,heat up,3,The only effect of turning up the thermostat is the temperature increasing.,"When you increase the thermostat setting, you are telling the thermostat to increase the temperature. This means that the temperature will get colder.",3.0,0.6299172645758884,0.0,"[[-0.07512282 -0.49725292]
 [-0.07512282 -0.49725292]
 [ 0.1990545  -0.09699559]
 [ 0.1990545  -0.09699559]
 [ 0.12977984  0.07480331]
 [ 0.12977984  0.07480331]
 [ 0.07944824  0.2898239 ]
 [ 0.07944824  0.2898239 ]
 [ 0.13574825  0.29750422]
 [ 0.13574825  0.29750422]
 [ 0.63127397 -0.29957688]
 [ 0.63127397 -0.29957688]
 [ 0.07721798  0.03577935]
 [-0.50304648 -0.44516281]
 [ 0.25127688  0.44314001]]","[[-0.07512282 -0.49725292]
 [-0.07512282 -0.49725292]
 [ 0.1990545  -0.09699559]
 [ 0.1990545  -0.09699559]
 [ 0.12977984  0.07480331]
 [ 0.12977984  0.07480331]
 [ 0.07944824  0.2898239 ]
 [ 0.07944824  0.2898239 ]
 [ 0.13574825  0.29750422]
 [ 0.13574825  0.29750422]
 [ 0.63127397 -0.29957688]
 [ 0.63127397 -0.29957688]
 [ 0.07721798  0.03577935]
 [-0.50304648 -0.44516281]
 [ 0.25127688  0.44314001]]"
515d9746eb0e7ad960c7942d26c8ca77,Jane's baking oven was broken and she was afraid to use it.  She didn't want to burn what?,pizza parlor,store,house,pie shop,stove,2,Jane's baking oven is probably located in her home and it is her home she doesn't want to burn down.,"Jane could have chosen 'pie shop' as the best answer choice, as it is a type of restaurant that specializes in making pies.",3.0,0.601488765584552,0.0,"[[ 1.34548814e-01  1.52264143e-01 -1.48554649e-01 -2.92766115e-01]
 [ 1.34548814e-01  1.52264143e-01 -1.48554649e-01 -2.92766115e-01]
 [ 2.03213957e-01 -7.19121662e-02 -3.46095784e-02 -4.78360942e-03]
 [ 2.03213957e-01 -7.19121662e-02 -3.46095784e-02 -4.78360942e-03]
 [ 2.03213957e-01 -7.19121662e-02 -3.46095784e-02 -4.78360942e-03]
 [ 2.03213957e-01 -7.19121662e-02 -3.46095784e-02 -4.78360942e-03]
 [ 5.12444181e-01 -9.72704999e-02  3.34561360e-01 -3.20737574e-02]
 [-1.11740559e-01  9.67819130e-02  2.95353867e-03 -5.64811920e-02]
 [-1.11740559e-01  9.67819130e-02  2.95353867e-03 -5.64811920e-02]
 [-1.11740559e-01  9.67819130e-02  2.95353867e-03 -5.64811920e-02]
 [-1.11740559e-01  9.67819130e-02  2.95353867e-03 -5.64811920e-02]
 [-1.23675150e-01  2.25040658e-02 -3.70674731e-02 -9.42470280e-02]
 [-1.23675150e-01  2.25040658e-02 -3.70674731e-02 -9.42470280e-02]
 [-1.23675150e-01  2.25040658e-02 -3.70674731e-02 -9.42470280e-02]
 [-7.79352555e-05  2.75382832e-02  7.80633192e-02 -3.07530873e-02]
 [ 3.58391257e-01 -4.92899203e-01  1.31135653e-01  6.31491133e-02]
 [-1.51189901e+00  2.65787713e-01  1.66609660e-01 -4.38517766e-01]
 [ 4.63289879e-01 -1.86240597e-01  4.64992649e-02 -5.04044472e-01]
 [ 2.77775689e-01 -1.40607654e-01 -2.13805856e-04 -8.37752041e-02]
 [ 2.77775689e-01 -1.40607654e-01 -2.13805856e-04 -8.37752041e-02]
 [ 9.67290868e-01 -8.33425536e-02 -4.41536266e-01 -3.85299813e-01]
 [ 9.67290868e-01 -8.33425536e-02 -4.41536266e-01 -3.85299813e-01]
 [ 9.18139084e-02  2.18455270e-01  1.84472421e+00  4.44964663e-01]
 [-2.30961314e-02  2.10583932e-01 -2.73462057e-01  4.58739421e-01]]","[[ 1.34548814e-01  1.52264143e-01 -1.48554649e-01 -2.92766115e-01]
 [ 1.34548814e-01  1.52264143e-01 -1.48554649e-01 -2.92766115e-01]
 [ 2.03213957e-01 -7.19121662e-02 -3.46095784e-02 -4.78360942e-03]
 [ 2.03213957e-01 -7.19121662e-02 -3.46095784e-02 -4.78360942e-03]
 [ 2.03213957e-01 -7.19121662e-02 -3.46095784e-02 -4.78360942e-03]
 [ 2.03213957e-01 -7.19121662e-02 -3.46095784e-02 -4.78360942e-03]
 [ 5.12444181e-01 -9.72704999e-02  3.34561360e-01 -3.20737574e-02]
 [-1.11740559e-01  9.67819130e-02  2.95353867e-03 -5.64811920e-02]
 [-1.11740559e-01  9.67819130e-02  2.95353867e-03 -5.64811920e-02]
 [-1.11740559e-01  9.67819130e-02  2.95353867e-03 -5.64811920e-02]
 [-1.11740559e-01  9.67819130e-02  2.95353867e-03 -5.64811920e-02]
 [-1.23675150e-01  2.25040658e-02 -3.70674731e-02 -9.42470280e-02]
 [-1.23675150e-01  2.25040658e-02 -3.70674731e-02 -9.42470280e-02]
 [-1.23675150e-01  2.25040658e-02 -3.70674731e-02 -9.42470280e-02]
 [-7.79352555e-05  2.75382832e-02  7.80633192e-02 -3.07530873e-02]
 [ 3.58391257e-01 -4.92899203e-01  1.31135653e-01  6.31491133e-02]
 [-1.51189901e+00  2.65787713e-01  1.66609660e-01 -4.38517766e-01]
 [ 4.63289879e-01 -1.86240597e-01  4.64992649e-02 -5.04044472e-01]
 [ 2.77775689e-01 -1.40607654e-01 -2.13805856e-04 -8.37752041e-02]
 [ 2.77775689e-01 -1.40607654e-01 -2.13805856e-04 -8.37752041e-02]
 [ 9.67290868e-01 -8.33425536e-02 -4.41536266e-01 -3.85299813e-01]
 [ 9.67290868e-01 -8.33425536e-02 -4.41536266e-01 -3.85299813e-01]
 [ 9.18139084e-02  2.18455270e-01  1.84472421e+00  4.44964663e-01]
 [-2.30961314e-02  2.10583932e-01 -2.73462057e-01  4.58739421e-01]]"
f10ff49beec4ca5c81e1306cd08e69a9,"Some kids are shy in school, so taking a shower where can be intimidating?",bath room,motel room,pool,locker room,at hotel,3,A locker room is the only place where taking a shower would be intimidating since the other options provide more privacy.,"Taking a shower in a pool is the most luxurious and private way to take one. Pools are designed for soaking and swimming, so it makes sense to use this environment to take a shower. Additionally, pools are usually located in areas where the temperature is not too hot or cold, so it is an ideal place to relax and enjoy a shower.",2.0,0.6885424120791861,0.0,"[[ 0.18660223]
 [ 0.18660223]
 [-0.42293204]
 [-0.42293204]
 [-0.20299743]
 [-0.20299743]
 [ 0.49331698]
 [ 0.28714171]
 [-0.00813196]
 [ 0.19249166]
 [-0.52057377]
 [ 0.1180707 ]
 [ 0.1180707 ]
 [ 0.188407  ]
 [ 0.188407  ]
 [-0.35401815]
 [ 0.00121107]]","[[ 0.18660223]
 [ 0.18660223]
 [-0.42293204]
 [-0.42293204]
 [-0.20299743]
 [-0.20299743]
 [ 0.49331698]
 [ 0.28714171]
 [-0.00813196]
 [ 0.19249166]
 [-0.52057377]
 [ 0.1180707 ]
 [ 0.1180707 ]
 [ 0.188407  ]
 [ 0.188407  ]
 [-0.35401815]
 [ 0.00121107]]"
7f037454c49ea7707df7dbf04b2535c3,John would do anything because he didn't care.  He would do what?,fall down,surprise,matter to,whatever,run,3,The only answer that implies 'anything' is 'whatever'.,"John didn't care about anything, so he decided to do whatever he wanted.",3.0,0.5606281553654223,0.0,"[[-0.56125174  0.21453177  0.09826584 -0.15645761]
 [-0.56125174  0.21453177  0.09826584 -0.15645761]
 [-0.33314363  0.22245689 -0.42769297  0.07333944]
 [-0.33314363  0.22245689 -0.42769297  0.07333944]
 [ 0.0262108   0.42140402 -0.15440148  0.21140855]
 [-0.12852447  0.38151112 -0.28423747  0.17217246]
 [ 0.22351966 -0.15935413  0.06776231  0.34323169]
 [ 0.22351966 -0.15935413  0.06776231  0.34323169]
 [ 0.22351966 -0.15935413  0.06776231  0.34323169]
 [ 0.39434243  0.24167817 -0.15569789  0.0672986 ]
 [-0.13434702 -0.03003415  0.05569739 -0.37604214]
 [-0.78557075  0.46757197 -0.08117975 -0.52798922]
 [ 0.0381394   0.35554567 -0.62899216  0.05444083]
 [-0.42569598  0.41329434 -0.64377152  0.05858191]
 [-0.07040518  0.36636994  0.87872965  0.07393608]
 [ 0.45581257  0.66243266  1.3359797   0.43973224]
 [ 0.14736665  0.29238314  0.51495931 -0.40453304]]","[[-0.56125174  0.21453177  0.09826584 -0.15645761]
 [-0.56125174  0.21453177  0.09826584 -0.15645761]
 [-0.33314363  0.22245689 -0.42769297  0.07333944]
 [-0.33314363  0.22245689 -0.42769297  0.07333944]
 [ 0.0262108   0.42140402 -0.15440148  0.21140855]
 [-0.12852447  0.38151112 -0.28423747  0.17217246]
 [ 0.22351966 -0.15935413  0.06776231  0.34323169]
 [ 0.22351966 -0.15935413  0.06776231  0.34323169]
 [ 0.22351966 -0.15935413  0.06776231  0.34323169]
 [ 0.39434243  0.24167817 -0.15569789  0.0672986 ]
 [-0.13434702 -0.03003415  0.05569739 -0.37604214]
 [-0.78557075  0.46757197 -0.08117975 -0.52798922]
 [ 0.0381394   0.35554567 -0.62899216  0.05444083]
 [-0.42569598  0.41329434 -0.64377152  0.05858191]
 [-0.07040518  0.36636994  0.87872965  0.07393608]
 [ 0.45581257  0.66243266  1.3359797   0.43973224]
 [ 0.14736665  0.29238314  0.51495931 -0.40453304]]"
32f246d9b6ea629295ce21b55fd1b2e9,What might have a drop of flood on their fingertip?,needle,person,clock,test tube,battlefield,1,Only people have fingertips. A test tube and a battlefield do not have fingers.,"The phrase \""needle in a haystack\"" is used to describe a situation in which two or more seemingly unrelated things are connected in reality. In this phrase, a needle is used as a metaphor for a clock, as it is always pointing to the same time.",2.0,0.9999999999999999,0.0,"[[-0.27215286]
 [-0.28147006]
 [ 0.21414247]
 [ 0.78261167]
 [-0.44153156]
 [ 0.13218499]
 [-0.07117922]
 [-0.07117922]
 [ 0.59769482]
 [-0.38193464]
 [-0.38193464]
 [ 0.12680753]
 [-0.01451713]]","[[-0.27215286]
 [-0.28147006]
 [ 0.21414247]
 [ 0.78261167]
 [-0.44153156]
 [ 0.13218499]
 [-0.07117922]
 [-0.07117922]
 [ 0.59769482]
 [-0.38193464]
 [-0.38193464]
 [ 0.12680753]
 [-0.01451713]]"
069cdcaa0a071cfd3556c98f075a6e11,The heir to this country's throne isn't the prince of it. What country is it?,fairy tale,egypt,england,europe,castle,2,England is the only option because they're the one country that holds a monarchy that has no official government control.,The best answer choice is 'egypt' because it is the only country that has the word 'prince' in its name. All other answer choices contain words that are derived from the country 'Egypt'.,1.0,0.6540579931968961,0.0,"[[ 0.44560167  0.09083594]
 [ 0.44560167  0.09083594]
 [ 0.10457922  0.02897577]
 [ 0.10457922  0.02897577]
 [ 0.10457922  0.02897577]
 [ 0.10457922  0.02897577]
 [ 0.17915411  0.17823888]
 [ 0.17915411  0.17823888]
 [ 0.17915411  0.17823888]
 [ 0.17915411  0.17823888]
 [-0.25899722 -0.16280272]
 [-0.25899722 -0.16280272]
 [-0.25899722 -0.16280272]
 [-0.17494512  0.08912022]
 [ 0.23375673  1.07523223]
 [ 0.41039335  2.14538285]
 [-0.42768186  0.43929615]
 [-0.82665333  0.21359567]
 [ 0.06349965  0.5850997 ]
 [-0.17844433  0.24884994]]","[[ 0.44560167  0.09083594]
 [ 0.44560167  0.09083594]
 [ 0.10457922  0.02897577]
 [ 0.10457922  0.02897577]
 [ 0.10457922  0.02897577]
 [ 0.10457922  0.02897577]
 [ 0.17915411  0.17823888]
 [ 0.17915411  0.17823888]
 [ 0.17915411  0.17823888]
 [ 0.17915411  0.17823888]
 [-0.25899722 -0.16280272]
 [-0.25899722 -0.16280272]
 [-0.25899722 -0.16280272]
 [-0.17494512  0.08912022]
 [ 0.23375673  1.07523223]
 [ 0.41039335  2.14538285]
 [-0.42768186  0.43929615]
 [-0.82665333  0.21359567]
 [ 0.06349965  0.5850997 ]
 [-0.17844433  0.24884994]]"
78782517689d6813c87091c2f646eaa2,Where might a child go who has no home?,school,orphanage,most homes,recreational,pen,1,orphanage might a child go who has no home?,"'recreational' is the best answer choice because it is the most sensible and realistic option. It suggests that the child is likely to be found in a recreational environment, such as a park or a playground. This is more likely than any of the other answer choices.",3.0,0.7644228344894374,0.0,"[[ 0.53471404 -0.11755282 -0.20118519 -0.26222794  0.33877807]
 [ 0.50401457 -0.12585395 -0.29976486 -0.23497295  0.32992752]
 [ 0.03415534 -0.0756765  -0.17806102 -0.23011467 -0.02984081]
 [ 0.06287402  0.01741649 -0.55345789  0.08381765  0.23938272]
 [-0.38592287  0.71907628  0.25160139  0.22159573 -0.31518985]
 [-0.04209078  0.20479345 -0.480941    0.24196257 -0.20645387]
 [-0.93197562 -0.08639448  0.28049134 -0.06905849  0.21762652]
 [-0.93197562 -0.08639448  0.28049134 -0.06905849  0.21762652]
 [-1.50920563  0.35936347  0.27114834  0.65328852  0.5855828 ]
 [ 0.31672436  1.0369978   0.91483726 -0.47624924  0.48637173]
 [ 0.27320315 -0.02121695  0.16488573 -0.38072223 -0.03276316]]","[[ 0.53471404 -0.11755282 -0.20118519 -0.26222794  0.33877807]
 [ 0.50401457 -0.12585395 -0.29976486 -0.23497295  0.32992752]
 [ 0.03415534 -0.0756765  -0.17806102 -0.23011467 -0.02984081]
 [ 0.06287402  0.01741649 -0.55345789  0.08381765  0.23938272]
 [-0.38592287  0.71907628  0.25160139  0.22159573 -0.31518985]
 [-0.04209078  0.20479345 -0.480941    0.24196257 -0.20645387]
 [-0.93197562 -0.08639448  0.28049134 -0.06905849  0.21762652]
 [-0.93197562 -0.08639448  0.28049134 -0.06905849  0.21762652]
 [-1.50920563  0.35936347  0.27114834  0.65328852  0.5855828 ]
 [ 0.31672436  1.0369978   0.91483726 -0.47624924  0.48637173]
 [ 0.27320315 -0.02121695  0.16488573 -0.38072223 -0.03276316]]"
56e587a6491050f57e962cb1a0037f6e,Crabs crawl along the bottom of what?,bodies of water,fish market,aquarium,saltwater,galapagos,0,Crabs crawl under bodies of water.,"Crabs are most commonly found in aquariums, due to their ability to survive in the murky waters of the aquarium. They use their claws to grab onto objects and hang onto them, allowing them to move along the bottom of the tank.",2.0,0.7014984254746593,0.0,"[[ 1.29651079 -0.23258463  0.01761589 -0.33369373]
 [ 0.75655578 -0.28619887  0.18575487 -0.20744542]
 [-0.72676882  0.10801316  0.49584589 -0.10765469]
 [-0.27658034  0.09343898  0.61895947  0.09554912]
 [-0.22373472  0.54156052  0.35951285  0.00575423]
 [ 0.0478509   0.68413241  0.35445763  0.0482551 ]
 [ 0.76499681  0.54558833  0.69464981 -0.50096671]
 [-0.04838548  0.26408068  0.21203529  0.02646858]
 [ 1.39785651  0.31666693  1.30492012 -0.10512545]
 [-0.06889635  0.4753338  -0.04881746  0.28454325]]","[[ 1.29651079 -0.23258463  0.01761589 -0.33369373]
 [ 0.75655578 -0.28619887  0.18575487 -0.20744542]
 [-0.72676882  0.10801316  0.49584589 -0.10765469]
 [-0.27658034  0.09343898  0.61895947  0.09554912]
 [-0.22373472  0.54156052  0.35951285  0.00575423]
 [ 0.0478509   0.68413241  0.35445763  0.0482551 ]
 [ 0.76499681  0.54558833  0.69464981 -0.50096671]
 [-0.04838548  0.26408068  0.21203529  0.02646858]
 [ 1.39785651  0.31666693  1.30492012 -0.10512545]
 [-0.06889635  0.4753338  -0.04881746  0.28454325]]"
994be9cde0749c6db22349eb60c821c1,Why does this person eat so much?,gain weight,promise to do,catch cold,finish food,fear death,0,It's often assumed that we can balance out healthy foods and treats each day to meet our daily ...,"Eating too much can lead to weight gain, which is a form of cold. Therefore, this answer is correct.",2.0,0.8520673054498856,0.0,"[[ 0.62030772 -0.0774076  -0.06142139  0.21180306 -0.51597207 -0.35411143]
 [ 0.97184547 -0.11117291  0.06502946  0.05371361 -0.18659928 -0.08709782]
 [-0.37630311  0.02299161 -0.62369818 -0.65035113 -0.12962074 -0.14766002]
 [-0.68729513 -0.38856016 -0.6174747  -0.74486517 -0.2875701   0.06821742]
 [-0.20191391 -0.16519504  0.33883145 -0.28331701  0.13375575  0.12971984]
 [-0.20191391 -0.16519504  0.33883145 -0.28331701  0.13375575  0.12971984]
 [ 0.23756402 -0.26333467  0.54804749  0.24255199  0.62869169  0.29967699]
 [-0.73549018 -0.52219342 -0.0583532   0.93581416  0.50470364  0.89900379]
 [-0.09660733  0.0519178   0.27154622  0.23736952  0.54743452  0.13670079]]","[[ 0.62030772 -0.0774076  -0.06142139  0.21180306 -0.51597207 -0.35411143]
 [ 0.97184547 -0.11117291  0.06502946  0.05371361 -0.18659928 -0.08709782]
 [-0.37630311  0.02299161 -0.62369818 -0.65035113 -0.12962074 -0.14766002]
 [-0.68729513 -0.38856016 -0.6174747  -0.74486517 -0.2875701   0.06821742]
 [-0.20191391 -0.16519504  0.33883145 -0.28331701  0.13375575  0.12971984]
 [-0.20191391 -0.16519504  0.33883145 -0.28331701  0.13375575  0.12971984]
 [ 0.23756402 -0.26333467  0.54804749  0.24255199  0.62869169  0.29967699]
 [-0.73549018 -0.52219342 -0.0583532   0.93581416  0.50470364  0.89900379]
 [-0.09660733  0.0519178   0.27154622  0.23736952  0.54743452  0.13670079]]"
