id,question,choice_0,choice_1,choice_2,choice_3,choice_4,label,human_expl_open-ended,nle,model_answer
ad96098698b8378b2e79c6424920ffbd,What type of person typically contracts illness?,hospital,head,sick person,elderly person,doctor's office,3,"C is not revelant, sick person is already ill, and elders are prone do get another illness","Doctors offices are typically the place where people go for medical care, so it makes sense that it would be the best choice for this question.",4.0
6d4ed2c485187ed79ff3bdcc8cca6132,Where would you expect to find a pizzeria while shopping?,chicago,street,little italy,food court,capital cities,3,"food court is the perfect place to get any type of food, specially pizza.","Pizzeria's are typically found in food courts, on streets, or in capital cities.",1.0
a40f5339ee858a0a119cbac052c5a2d0,"When eating everything on the tasting menu, what does one tend to feel?",full stomach,getting full,gaining weight,sick,satisfaction,1,Large meals tend to fill people up,"Eating everything on the tasting menus means that you are likely to feel full and satisfied. The menus usually include a wide variety of ingredients and flavors, so it is likely that you will find something that you enjoy and make you feel full. Therefore,'sick' is the best answer choice.",3.0
4850bf8b6b309548ef623d5592ffbca2,What does playing soccer for a long time lead to?,excitement,fatigue,anger,hurting,getting tired,4,"The other two things could happen, but are not dependent on it being a long time.",,
f5950a62f9eaae34f1e914b3cf5208cf,You can share files with someone if you have a connection to a what?,freeway,radio,wires,computer network,electrical circuit,3,"Files can be transmitted over a computer network, and not a freeway.  ""wires"" doesnt make any sense","A computer network is a group of computers connected together to send and receive information. In this scenario, the 'computer network' refers to the connection between the sender and receiver computers.",3.0
f36489668c28b26c0cdbc56cec1db27b,"The accelerator was controller via a hand throttle, and the foot pedals controlled the steering in the small what?",car,fuel system,accelerate,boat,airplane,4,is the best option in all,"The term 'car' is used to refer to a vehicle that is powered by an engine, in this case a car engine. The other answer choices refer to different types of vehicles that use different types of engines, such as a fuel system for a car, an airplane engine for a plane, and a boat engine for a boat.",0.0
84e983f432647531b55b8b72c12fb78a,"Joe suffered many consequences from stabbing a stranger to death.   Among them, the family of the victim did something to him. What was that?",knife wounds,buy a gun,bleeding,jail time,law suit,4,A law suit punishes as a result for committing a crime such as stabbing a stranger to death,"Stabbing someone to death with a knife is a violent crime and can lead to serious consequences, so it is understandable that the victim's family would want to seek justice.",0.0
68f123f22be7bff13875e8b752b2d933,To prevent any glare during the big football game he made sure to clean the dust of his what?,television,attic,corner,they cannot clean corner and library during football match they cannot need that,ground,0,TVs can have glare and dust.,"Football is a team sport played on a rectangular field. The objective of the game is to score points by advancing an object into the opponent's goal. During a football match, players can advance the ball in various ways, such as kicks, passes, and carries. The team with the most points at the end of the match wins.",4.0
c9580b132b323906f0d51e7dc5b4ce29,"I have something in my head I want to share, what ways can I do that?",write an essay,organize thoughts,speak information,summarize main points,have information,2,"speak information something in my head I want to share,what ways","Having information means having detailed and specific knowledge about a topic, which can be shared with others in a variety of ways. This answer choice suggests that the person knows a lot about the topic and is able to share their knowledge with the questioner.",4.0
a261d4eaf8b33c0730d830ebbffbd9f8,What would a camper need to do before he or she can start cooking food?,make breakfast,go hiking,pack or bag,light fire,grab a match,3,light fire would a camper need to do before he or she can start cooking food?,"Before you can start cooking food, you need to make sure you have the necessary ingredients and equipment ready. This includes having a stove, cooking utensils, plates, bowls, and other kitchen items. Making breakfast is a great way to start your day, as it gives you the energy you need to get going.",0.0
5a953b5fb26f1614640574f65410e8b0,"Mark's semen was very thick, but after his vasectomy it was also what?",blank,sparse,thin,clear,free flowing,3,Vasectomy stops the production of sperm which makes semen cloudy.,"After a vasectomy, Mark's semen was no longer 'thick' or 'heavy', so the correct answer is 'free flowing'. This is because the vasectomy had removed the blockages from his vas, allowing the sperm to freely flow out of his penis.",4.0
7a7ff4499a7162265ddac0c3e2e8e5fc,The president is the leader of what institution?,walmart,white house,country,corporation,government,4,The constituion say it.,"The president is the head of the government, which is a country.",2.0
fb721d7949d06915a2dd6fc6ec815325,Sitting to close while watching TV can cause what sort of pain?,brain problems,laziness,get fat,headache,laughter,3,the process of aging in humans,Sitting to close while viewing TV can cause pain in the head due to the strain it puts on the neck and back. The strain of keeping one's head up while trying to watch the TV at the same time can cause the head to become heavy and lead to headaches.,3.0
47db2878d917ceb8d82627de4722a254,Where is a bald eagle safe?,pine tree,open country,in washington,wildlife refuge,sky,3,Wildlife refuge places keep bald eagles safe from people and other animals.,"A bald eagle is a large bird of prey that is native to the Americas. It is typically found in the open country or along the edge of forests. It nests in the sky and feeds on large fish, reptiles, and other large animals.",4.0
89586c4ab04f3133a2c7165322409c3d,What is eating too much dinner likely to result in?,tiredness,living longer,stomach ache,illness,acid reflux,2,the other options are unlikely,"Eating too much dinner can result in illness because it is high in fat and salt, and can cause an imbalance in the body's electrolyte levels. Eating too much can also cause a feeling of discomfort in the stomach, which can lead to illness.",3.0
98b176ac1c91370e079863d13c7dd964,What is a person chatting with friends likely hoping to accomplish?,gathering of information,communication,feel relaxed,kill boredom,social bonding,4,Chatting with friends is more informal and trying to have fun and understanding the person better. If you're gathering information you would be interrogating them,"Chatting with friends is likely what someone is hoping to accomplish when they are chatting. The primary purpose of a chatroom is to allow people to communicate with each other, either in real-time or in a delayed manner. Therefore, this is the best answer choice.",1.0
b13d110147ecf24562b64a69df4fe5ad,"Jame's bare feet were burned as he walked, because the sunshine had made the surface hot.  Where might he have been?",disneyland,snow,windowsill,street,summer,3,"The sunshine makes the street, which is a surface hot, due to material it is composed of.","Jame was likely walking in the sunshine which made the windowsill hot. Therefore, his feet would have been burned if he had been walking on any other surface.",2.0
c428412a660f34965772a7389ce58e0a,What might be the result of a season of successful skiing?,finish line,broken bones,broken legs,chapped lips,healthy body,4,sucessful skiing implies that you will become healhty,"'healthy body' is the best answer choice because it is the most sensible and accurate.  'Finish line' is the second best answer choice, but it is still not the most accurate or sensible choice.  'Broken bones' and 'Broken legs' are the third and fourth best answer choices, respectively.  Finally, 'chapped lips' is the fifth best answer choice.",4.0
a662c9971a497d601c5be888670d10ae,"The man was eating lunch, but rushed when he looked at his watch, why did he rush?",gain weight,late for work,heartburn,bad breath,early for work,1,You wouldn't gain weight that fast. You wouldn't rush because of bad breath.,Eating lunch at a hurried pace is likely to lead to weight gain due to the increased amount of calories consumed.,0.0
8bf8c8597dfc5e8ec72b486541338e33,"The evacuation became mandatory, so what came on the TV?",advisory,mandate,soap opera,elective,optional,0,I consider it the best option because they have to be more true,"The term'mandate' is used to describe a command or directive that is mandatory, meaning that it is required to be followed without exception.  It is typically used in the context of laws and regulations.",1.0
313b72ce5b14f3d0b86b91c7bc6497be,The person gave a good hands on what to show how to do the work?,demonstration,garage,building,barn,synagogue,0,"Demonstration is the only thing that shows something, and not is something","Synagogues are typically used for religious services, such as weddings and bar mitzvahs. They are usually located in a Jewish neighborhood and often have a prominent entrance.",4.0
6efbe0725841b961848b6935fe67a471,Where would you see some people doing jumping jacks?,military base,opera,water fountain,bus stop,church,0,Jumping jacks is an exercise that is routinely done on a military base.,"'church' is the best answer choice because it is the most sensible choice given the context. It is a place where people would typically see someone doing a jumping jacks, which is the type of physical activity that the question is asking about.",4.0
3f720c9ad7f3eb99400dd8c81fc269d8,"Learning languages is difficult.  Even in a full immersion environment you're likely to make mistakes, mistakes will cause misinterpretation, which will be uncomfortable, which will cause what?,",better communication,overthinking,frustration,misunderstandings,headaches,2,DID NOT ABLE TO UNDERSTOOD THE LANGUAGE,"Learning a new language can be difficult and making mistakes can be especially frustrating. Therefore, it is best to avoid these situations by being mindful of how you communicate.",2.0
4dbeeb50a01a3b5c9c76d1052c4b14ea,"Jim enjoyed killing people, but he did it too often and the cops found out.  What might the cops do to him?",going to jail,going to prison,beat him up,get arrested,die,3,cops found jim killing people and arrested him,"Jim enjoyed killing people but he did it often and the cops were likely to find out. Therefore, beating him up would be the most appropriate response.",2.0
8f495e9bcd88ce23617197520442090c,What is the only was to recover from exhaustion?,mediate,have rest,stay in bed,run out of steam,go to sleep,1,Resting your body is the only physical option for recovery from exhaustion.,'have rest' is the best answer choice because it is the most sensible and practical option. It suggests taking a break from the activity that caused the exhaustion in the first place.,1.0
6dc921840aa1e5dda3333b79007f630b,What would you do if you want to be able to earn money?,apply for job,stand in line,take care of proposals,pass course,play the lottery,0,The only way to earn money is to get a job thus you must apply for a job.,"Taking care of proposals involves researching and addressing potential issues and problems that could arise from the proposal. This includes researching the client's needs, developing a detailed plan of action, and ensuring that all parties involved are on the same page. It also involves staying on top of changes and updates to the proposal, ensuring that all parties have the same understanding of the proposal and its intended purpose. Taking care of proposals requires a great deal of patience and dedication, but it can be well worth it in the end.",2.0
c879e1677869c4d58102c608da805453,What is a grumpy person likely to have?,headache,understand themselves,compliments,own house,happiness,0,headaches is the only likely thing for a grumpy person to have,"Grumpy people are likely to have headaches, which can be caused by stress, lack of sleep, or poor posture. They may also have difficulty understanding themselves and may have a hard time accepting compliments. Being grumpy can also lead to a feeling of loneliness and isolation, which can lead to a headache. Therefore, 'happiness' is the best answer choice because it is the only choice that accurately describes the relationship between grumpiness and headaches.",4.0
16699879d1f1b67f1664e78324cadd65,What do drugs do?,damage,cloud mind,lower i.q,cause illness,cause accidents,4,damage and illness can be considered accidents. cause and effect,,
a7c9d4f6be3bb973c4ebecb1e841b3ac,A beaver can destroy a machines functionality if they build their dam in this?,strip club,pocket,millpond,ontario,lake or river,2,"A dam is built on water, such as a river, that stops its flow","A beaver can build a dam in a lake or river, which can block the machines functionality and cause it to become inoperable.",4.0
9f84a7225b5da1e119ae54919f38ba79,"They decided to hash things out over drinks, after enough booze they were able to get close on a few things and what?",reach tentative agreement,suicide,examine thing,commit murder,stay in bed,0,that's the best option since that's where there are more roses,'Stay in bed' is the best answer choice because it is an idiomatic expression that means 'to take a nap'.,4.0
70a97a0079878b3a46080d00a4e118fb,Where could a fungus grow and not be disturbed by sunlight?,under rocks,manhattan,toenails,grocery store,fallen tree,0,the sunlight not to be reached under rocks,"Fungi typically grow best in dark, undisturbed places, such as under rocks, in manhattan, or in toenails. These environments provide them with the moisture and warmth they need to survive, as well as protection from predators.",0.0
00dc6e53c3715d0050ffb78646cd6c7c,Can you name a good reason for attending school?,get smart,boredom,colds and flu,taking tests,spend time,0,People attend school to be educated and get smarter.,Attending school is a great way to spend time and get educated.,4.0
d829cc86312173f28b877987ae87fd7c,What state south of Kentucky and north of Alabama will you find people playing the fiddle?,alabama,tennessee,violin case,music store,bow and strings,1,Tennessee is one of the state which lies between south of Kentucky and north of Alabama,"The state of Alabama is known for its rich musical heritage, with a variety of traditional styles ranging from bluegrass to rock and roll.  Fiddle is one of the most popular traditional musical instruments in the state, and is often featured in folk music and bluegrass.  It is usually played in a variety of genres, including jazz, blues, and gospel.",0.0
f75bb741497541837b92c4c2a113f5a4,What does sex often make happen in people?,making love,feel good,happyness,wonderful thing,cloud judgment,1,People often feel good when having sex.,"Making love is an important part of human life, and it can bring great joy and happiness. However, it can also be a source of great stress and anxiety, especially if it is not done in the right way. Cloud judgment is the best answer choice because it implies that making love can be a positive, wonderful experience, but it also acknowledges that it can be stressful or anxiety-inducing.",4.0
5208880ea3b34d2de7ab59aedf499225,Where would you see people in uniform playing with a ball?,hole,television,sporting goods store,pool table,sporting event,4,Sport field is the only place you can see people in uniform playing with ball,People in uniform are typically seen playing pool tables in sporting goods stores and sporting events.,3.0
21db09783c773fed677cd5ec3b71eecf,What kind of place could have a seafood restaurant?,new york,coastal cities,city,coastal cities,boston,2,A CITY PLACE HAVE A BEAUTIFUL SEAFOOD RESTAURANT,"Boston is a great city for seafood, with a wide variety of options for the discerning diner. It is home to some of the most iconic seafood restaurants in the country, such as The Oyster House and Peter Luger Steakhouse. Boston is also a great destination for those looking for a romantic getaway, as it is known for its beautiful beaches and parks.",4.0
c59b184974e5f820763bd901a62a5473,"She needs to visit a bookshop after buying the latest fashion, where should she look?",student union,mall,department store,library,town or city,1,the only place that might have,"The library is a great option because it is a place where she can find a variety of resources, including books, movies, and music. She can also use the library's Wi-Fi to check her emails or browse the internet. It is also close to where she is staying, so she can easily visit the library if she needs to.",3.0
58c3817107e323fdd7d70c4014990626,Where could you see an advertisement while reading news?,television,bus,email,web page,la ville,3,a lot of people read the news on a web page these days,"You can usually find advertisements on web pages, such as in the form of banners, buttons, and pop-ups.",3.0
a7be27a64aad72c029f05a2c7fc6d55f,What is required to be good at playing tennis?,tennis racket,skill,competition,tennis court,legs,1,Skill is what's most necessary to be great at tennis.,"A tennis racket is the main tool used to play tennis. It is used to hit the ball back and forth in an effort to score points. The racket is made up of several components, including a handle, a head, and a string. The handle is used to hold the racket and to move it around the court. The head is the most important part of the racket and is used to make contact with the ball. The string is used to keep the racket in tune and to make it more powerful.",0.0
6122883c3b5cd10b59a29dbd582e19c8,What state is the John Davis  Lodge toll road found in?,new jersey,eastern united states,good repair,connecticut,arizona,3,Connecticut is the only place where the lodge is located specifically,The John Davis Lodge toll road is located in Connecticut.,3.0
5cc173999089fd11673252a58b8c0feb,"The man went to clown college, he had always want to run away with the what?",circus,carnival,surprise,spoons,party,0,"if you go to a clown college,  you will want to go with the circus","Clown college implies a degree in circus arts, which involves performing arts and skills that are typically associated with clowns.",0.0
d6503fc1f87e3e2caeb7bf8e16526e0f,James felt himself losing consciousness.  He was frightened.  He didn't want this.  He was scared of what?,death,coma,peace,forgetfulness,loss of life,0,He randomly started losing consciousness without any reason therefore he was scared he was going to die,"James felt himself losing his consciousness, which could only mean that he was suffering from a serious case of loss of life.",4.0
1c16c914f3e9e99c678d6f1ec30194a8,"If someone is aloof and self-important, what is their experience when meeting people?",stress,nervousness,smile,being bored,making new friends,3,When someone is aloof they doesn't matter anyone else,"Making new friends means forming new connections with people, which can be stressful or nerve-wracking. Depending on the individual, they may experience one of the other responses.",4.0
a7b24b7ab7f0065c8688ee84d47899f1,"He was receiving workman's compensation, he had tripped over a metal rod while building where?",factory,construction site,engine,insides of skyscraper's walls,shops,1,tou can only trip over a rod at a construction site,He was receiving workmen's compensation for an injury he had suffered while building a skyscraper.,4.0
e97a7b91a1ca85f362c42e04c983fc2a,John and James spent most of their time communicating with each other on their project.  The time required to communicate slowed their what?,static,train of thought.,progress,transfer of information,collaboration,2,Task 2:   Explanation: House is the only place that is not likely to sell a lantern.,'Collaboration' is the best answer choice because it describes the process of working together in order to achieve a common goal. It implies that John and James were communicating and collaborating with each other in order to complete their project.,4.0
bc07822ca1f8892b80d632b9c03e1187,When you play around with your dog they will have?,alive,health,fun,playing dead,black,2,"When you play, you play to have fun.",Playing with your dog can be both fun and healthy. They will likely be alive when you get back!,0.0
367a52860ea02568f014242ec1967d78,Where would a person keep a book while it's being read?,closet,library of congress,classroom,in bed,desk,4,Because you would be reading it at the desk.,"Because books are typically used for leisure activities, it makes sense to keep them in a place where they can be easily accessed - in bed. This is especially true for fiction books which are often used as a form of relaxation.",3.0
ca9a3ccfb140aa66816f96ac983b6d9f,"The student needed to  get some new pencils, where did he go?",store,classroom,backpack,cabinet,teacher,0,Pencils are sold in stores.,"The word 'teacher' best fits the context of this question, as it suggests a person who is providing instruction or guidance.",4.0
591221f7cf4790253d19b08d9ea1f77e,"She loved buying products, she was driven by her what to shop more than any practical needs?",desire,money,time,credit,spending money,0,"You can be ""driven by desire"" to buy things, you can't be ""driven by time,"" or ""driven by money.""","She was driven by her desire to buy products, indicating that she had an intense passion for shopping.",0.0
cf9904211d9c602da9e41be0e3b24aff,How does getting paid feel?,income tax,satisfaction,sorrow,ocean,bill collectors to happy,1,The feeling accompanied with getting paid does not have any regards to sorrow or income tax.,,
ad3aa40dec688333dba0b88e325481ea,Where do bees congregate with red flowerS?,trash can,honey,bouquet of flowers,rose garden,field of flowers,3,A rose garden would be filled with living flowers full of pollen for bees.,"Bees are attracted to the sweet nectar of flowers, especially those of the rose family. The rose garden is a great place to find them.",3.0
1bca9774955d7e794a6e48ffcf95e728,What is someone who gets angry after getting drunk likely to participate in?,violence,falling down,vomiting,vomiting,lower standards,0,"While you are likely to fall down or lower your standards while drunk, only violence is related to getting angry.","Being angry after getting drunk is a sign that one may be struggling with self-control and may be prone to violent behavior. Therefore, 'lower standards' is the best answer choice because it suggests that the person may be more likely to engage in violent activities.",4.0
68b13a7a996a07b8ea6731349d9348a4,"The teacher told all the students that listening was key, it was the main way they would gain what?",empathy,anxiety,knowlege,falling down,hear things,2,"To gain knowledge requires focus, which in turn means you're listening",'hear things' is the best answer choice because it is the most specific and implies that the students should be paying attention in class.,4.0
c12221a251d96e691753cfd3ac0b33c4,Stanley had a dream that was very vivid and scary. He had trouble telling it from what?,reality,imagination,dreamworker,nightmare,awake,0,"Dreams happen in one's sleep and are not real because they are in your head, therefore they are not reality.",Stanley had a dream which was so vivid and scary that he was unable to tell whether it was real or an imagination.  His choice of 'dreamworker' as the best answer suggests that he was unsure and did not know what to believe.,2.0
042ce5d57aed06e6988c3739050fb1e4,WHat do cats get into when they are ripping things apart?,dog's mouth,floor,garage,trouble,nature,3,They destroy things and need to be disciplined,"Cats often get into trouble when they are ripping something apart because they can easily slip through the spaces between the pieces of the object. This can cause them to get stuck and be unable to get out. Therefore, 'garage' is the best answer choice because it is the most likely to get them out of the predicament.",2.0
77a4a131e9083f6a4c70e8f88df54056,What is a good result of losing weight?,increased energy,healthier,loose skin,beauty,death,1,you want to improve your health,"Loss of weight can lead to a variety of health problems, including increased energy and better overall health. However, it can also lead to skin problems, such as eczema and acne, and can ultimately lead to death.",4.0
5f26970bd0b7b4a38f185aa5d5688717,A person lived in my what?,demonstration,conference,building,garage,mouth,3,"Person lives in garage, house villa etc.",The word 'demonstration' is an adjective that means 'an exhibition or display of something' and is commonly used in the context of a demonstration.,0.0
8adc90ed047cb821793c84567a14d2e2,"The skin was cut while chopping onions, where was this skin likely cut?",good health,finger,meat,body,own family,1,The finger is the most likely to be cut with a knife as you hold it in your hand.,The skin was most likely cut while chopping onions at the kitchen sink.,1.0
167c0dc61979a026ebeb721f9513bda2,What might you feel after doing housework for hours?,anger,not boredom,stress,boredom,anxiety,2,SHE FEEL AFTER DOING HOUSEWORK SO SHOULD HAVE STRESS,"After doing housework for an extended period of time, one might feel a sense of boredom. This could be due to the monotony of the task or the lack of creativity involved. This could lead to frustration and a feeling of being stuck. 'Boredom' is the best answer choice because it is the most likely to cause frustration and lead to a negative emotion.",3.0
1cc14f6c9ae4435ddb4e4c520eee0065,"The accountant used a calculator regularly, he kept one at home and one at the what?",desk drawer,desktop,office,wristwatch,city hall,2,Office is the only other location in the list of answer choices. Desktop and wristwatch are both items.,The accountant used a wristwatch to keep track of time while he worked.,3.0
49430bdae459f7368471e14391d0eeb1,At the end of your meal what will a waiter do?,serve food,eat,set table,serve meal,present bill,4,presenting a bill is the only option for the end of a meal,"At the end of the meal, a waiter will typically present the customer with a bill. This is because in most restaurants, the customer pays for the meal at the end of the night, when the bill is presented.",4.0
e63b2dd1db7e1bd707956a41d3d2a83c,"If you aren't glad, unhappy or gloomy, what illness may you have?",depressed,downcast,angry,unhappy,sorrowful,0,The opposite of depressed is glad.,"Since the question asks about symptoms of an illness, the best answer choice is'sorrowful', which describes feelings of sadness and grief.",4.0
b18afff8078a6baa334b8bfb21db8624,You can hear testimony of how spirituality changes lives when you do what?,go to church,appear in court,watch soap operas,paying attention,go into court,0,Church is where you will get spiritual,Soap operas are a type of television program that centers around a central character and their relationships with other characters. They often involve complicated storylines and can be very entertaining.,2.0
eefde762b9bf947d1c1b87fea4bbe6b4,Which region has the most famous temple?,jerusalem,jewish community,middle east,city,mosque,2,Only option that is a region,"The Temple of Solomon is one of the most famous temples in the world and is located in Jerusalem, Israel. It is an ancient temple built on the site of the Biblical temple of Solomon and is a UNESCO World Heritage Site. The temple is renowned for its beautiful architecture and its stunning views of the city. It is a popular tourist attraction and a frequent filming location.",0.0
2a258ed37974c9226cbb32cfbf88d4f0,Where would you find a bee gathering pollen?,united states,sky,court,field of flowers,orchard,3,I consider it the best option because they have to be more true,"Bees are attracted to pollenating flowers, so the best place to look for them is in a field of flowers.",3.0
308b1c17a0dc5273d442dba191789de7,Where would you put a folding chair if you do not plan to use it and you do not have any large doors in your house?,roof,school,beach,closet,garage,3,the folding chair in my house put in the closet by varranda,"The garage is a logical choice for a folding chair as it is a small, enclosed space that is typically used for storing items. It is also close to the house and can provide a comfortable seating option.",4.0
5f3357cd75e10f08d46195289d1a823d,"If you're speaking to a lawyer about getting a divorce, what relationship status are you trying to end?",being married,sisters,marriage,two people,lawyer,0,"Divorce is when you are trying to split up a marriage that is bounded by ""contract""","When speaking to a lawyer, you are most likely trying to end a marriage relationship.",4.0
8c157adc2027737cefb4ee0d6c9836d6,How do geese normally get from place to place?,carried by people,guard house,fly,follow ultralight airplane,group together,2,Geese are able to fly.,"Geese typically travel in groups, and following an airplane or car would be the most efficient way for them to travel long distances.",4.0
688772598f69066794067c48197a9ab2,John was punching and punching at the wall but succeeded only in bloodying his knuckles. This was bad.  He would be unable to hold his tools if he injured what?,hostility,anger,nose,fists,hands,4,hands of th esuccess,"John was attempting to use his fists to break the wall, but instead he only bloodied his knuckles.  His aim was to hurt the wall, not to break it.",4.0
6874cbf68869d5482b719778f85b09a5,"Though it stayed strictly indoors, the small dog felt like it had all the space in the world in the what?",living room,dog park,basket,small apartment,big house,4,large houses have a lot of room,"The small apartment has the most space, allowing the small dog to feel like it has all the room it needs.",3.0
6741642ade99f46b6086e9468f327b49,"She was sick and staying in bed the day of the event, unfortunately this meant she was what?",resting,sleep more,bed sores,missing out,comfort,3,I consider it the best option because they have to be more true,"She was feeling sick and was unable to attend the event, so she decided to stay in bed and miss out on the fun.",3.0
c4dcfeacbbc2d365a6fc34d8811e4ed6,Where would a lizard surprise a person?,new mexico,forrest,dessert,garden,creek,3,"Lizards typically live in the desert, which is a large part of New Mexico. Finding a lizard in a garden where there is an abundance of water compared to a desert is surprising.","Where would a lizard most likely be found? Most lizards are found in areas where there is a high concentration of food, such as deserts and grasslands. Desserts are usually found in areas with a high amount of sugar, such as cakes and cookies, which are typically found in deserts. Therefore, a lizard might be found in a dessert.",2.0
64ce22ee28a83119363b83a83de1ae92,"They were getting together for the big game, he wasn't hosting but made sure to bring pretty of food with him over to where?",picnic,friend's house,table,space shuttle,fairgrounds,1,People usually get together to watch games at a friend's house not the fairgrounds or a space shuttle.,"He was planning to host a picnic at his friend's house, but decided to bring his own food over instead.",0.0
46376ac886af06e85beac37f3391c357,Who is likely yo have a caring heart?,person,species,artichoke,all mammals,live animal,0,A person is the only human being capable of having a caring heart.,"Artichoke is a type of perennial flowering plant, which is native to Europe and grows in temperate and subtropical climates. It has large, colorful flowers and edible fruits, which are rich in antioxidants and other nutrients. Artichoke has been used for centuries in many cultures as a symbol of love and passion, and is often associated with luck and fortune.",2.0
4bc34224aaa443baad6ccae86e11f3ab,"I'm looking for alcohol and fried foods, any suggestions?",pub,plane,beer,store,fraternity house,0,Pubs is the only public place on that list that sells alcohol and food.,'Fraternity house' is the best answer choice because it is the most sensible choice given the context. It suggests a place where one might find alcohol and fried foods.,4.0
9fd4737d024fb0d6a9f047bed295bddb,"If I had a jar which was likely to spoil if left out, where would I want to put it?",kitchen cupboard,pantry,grocery store,pantry,refrigerator,4,Cold storage or refrigeration prevents food spoilage.,The word 'pantry' refers to a store or place where food or other items are stored or kept. It is typically used to refer to a place where food is stored and not exposed to the elements.,1.0
2713983edc30c6391b9aa4ef2cb7ed79,Sam went to Paris where he ordered a blowfish at a sushi place.  Where was Sam?,books,france,fish market,atlantic ocean,cuba,1,sushi place to foriegn sing to songs,"The Atlantic Ocean is located in the western hemisphere and is the largest ocean in the world. It is bordered by a number of countries, including the United States, Canada, and Brazil. It is home to a variety of marine life, including whales, dolphins, and sea turtles. It is also a popular destination for scuba divers.",3.0
478a2734a41c208d54b79e165590c8d2,What will happen to skin pinched in something?,feel cold,feel pressure,feel bumpy,itches,feel clammy,1,might cause injury to,"'Clammy' is an adjective that describes a feeling of coldness, clamor, or congestion. It is often used to describe a crowded or hectic atmosphere.",4.0
8f338dbffed1b6489297aeeace0e6388,"Sally lost her kite because she wasn't careful.  She thought that there was more string on the spool, but it slipped out of her fingers when she reached the what?.",child's hand,the last straw,hobby shop,end of line,toy store,3,"If there is no more line in the spool, she can't reach for it anymore.","The best answer choice is 'toy store', as this is the most logical choice given the context. The other answer choices are either incorrect or irrelevant.",4.0
a74b9266de3c155863231cc6eae36dce,Where would there be many people sitting in chair and listening to religious speech?,auditorium,office,synagogue,confession,church,2,Synagogues are where some people go to listen to religious speeh,"The 'auditorium' is a large room used for religious services, such as weddings and graduations. It usually contains a high ceiling and large windows, allowing for plenty of natural light to enter the room. Because it is used for religious purposes, it is typically filled with people of various backgrounds and beliefs. Therefore, it is the most likely answer choice for this question.",0.0
